country_or_area,year,value,category
Hungary,2001,59995.7344751382,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2006,76046.7639333348,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2001,4.9356520871727,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Romania,2013,57.2032601532,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Slovenia,2003,853.009458197472,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,2000,19684.7301955742,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,2008,17264.5200333765,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2013,5277.9329959555,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2014,101159.12216724,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2002,144598.346007204,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,1995,445272.754045013,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Croatia,2000,2785.33822318065,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,1994,21854.741084692,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,1991,1280937.69911164,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Australia,1990,278265.898940768,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2011,15.8758,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Australia,2000,483445.826664823,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Monaco,1992,105.935293062565,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1999,1.459941639364,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
France,1994,1952.570637061,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2003,16228.3222314537,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2002,408.229423823578,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1995,185010.510955194,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2001,5212778.66142587,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Lithuania,1990,5370.7328500769,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,2006,232.0100412228,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2009,8668.57366813667,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,2004,19055.487479688,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Netherlands,1993,171497.891064769,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2013,2.75869770987175,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,1997,132.5064696275,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Cyprus,2011,9296.16313035284,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United States of America,2013,6799979.30280136,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
European Union,2013,3646389.52530377,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,1994,32947.7413897417,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2002,6905.54276182783,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,1995,97.60724,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Germany,2012,3154.89496194,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Iceland,1997,485.04328312507,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1999,650.027182239924,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1994,9775.85779162528,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,2010,35291.2127611771,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2001,77921.8275915,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Norway,1994,51704.4180201368,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,2001,6207.72807311416,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2011,13041.54565992,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1996,63238.7859377907,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Netherlands,1997,2764.9365056,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1993,2856.56421999034,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,2003,1033727.65586751,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1999,45751.789097251,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,2010,65.4775122662086,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2011,8178.4697632,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Australia,1992,1333.184,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Cyprus,2003,917.7058670025,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1990,1.78468944171875,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,2008,7977.25333142211,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,1992,66816.6469726803,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,1995,35.4200480990794,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2003,85.129112753172,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1994,0.00149419777664,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1995,97.3435569192,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2001,2735.60788065263,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Romania,2012,1197.4339631475,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,1997,3.5568,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Switzerland,1991,55639.7237950684,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Finland,1991,5881.93675030608,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2012,58027.0063963444,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,2002,46.0761384422012,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2003,21203.0139068568,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Luxembourg,2009,596.059166166682,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2001,2640.88983896737,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Croatia,1993,22658.2944835065,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,2009,701.683749536995,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2007,200.920107913985,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,2007,72.728298955116,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Croatia,2006,29555.682228908,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Belgium,2007,78.86347062,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2014,0.68972,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Ireland,2003,69613.7986917386,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Romania,2008,946.94509060053,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1992,5621.292034,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Denmark,2010,5137.1642230126,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,1997,1568.52633809529,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2002,36.4085334219604,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1998,2174.66459768261,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Italy,1993,28357.6723363782,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,1998,16684.3031468739,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,1998,82668.831561971,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Belgium,1999,935.582415403112,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2006,3830.66788058937,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,2010,1.6947942012,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Sweden,2003,70601.3604284107,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Japan,1993,43.851697047784,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Ireland,1999,64.18701808848,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Monaco,2007,82.7191922532151,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,2006,9150.64047721487,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,1996,47724.3995197404,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1990,146750.63697943,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2014,403501.457115005,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,2002,148022.889172072,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2009,119.451096104772,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Cyprus,2001,8282.54807082145,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Sweden,2014,81.6979387675999,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Czech Republic,2009,6616.85086175011,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2013,6.60744120717277,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Croatia,2001,26394.0456777833,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2004,83688.299567336,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Estonia,2010,19911.6818808835,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Malta,2011,3211.70609226187,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Greece,1998,6621.5570833371,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,1991,56905.9454357891,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Germany,2006,877422.45689212,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,2001,564617.020300164,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1990,4462205.14458363,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2007,1412795.07423849,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Greece,2007,114127.554270902,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,1994,10.6934412738792,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1990,942383.462118004,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,1994,1422.69866414441,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1997,3523.19657006017,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1990,6086.29442897972,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,1998,116.9459,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2014,9.96502634386566,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2002,116.170836594324,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Netherlands,1990,221516.1727308,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2005,54987.570906894,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1994,4.628387085852,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Iceland,2000,1.31157,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Italy,2003,548.026164395628,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1998,11524.999684482,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2013,3280.05930726813,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2010,1909.74038472559,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1996,1176.89967521624,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1990,10232.4000382159,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2007,8947.75520960759,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2014,7420.5096990517,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,1992,51850.5656733148,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,1996,113843.045790288,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2003,64697.2992169906,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2003,1608.86827845198,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,1991,59769.3415026104,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,1990,612866.051520472,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2006,90062.7308603463,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2008,3889.9242280114,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2003,0.0889859832,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Estonia,1996,1265.14393763371,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,2003,336672.422515549,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2003,5255793.44434725,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2004,26.53563721614,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Lithuania,1998,13.901545928548,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
