id,region,ndvi,yield,year,month,soil_type
8318,North,0.59,3.0,2020,5,sandy_loam
8319,West,0.53,5.0,2023,2,peat
8320,North,0.71,3.2,2022,3,peat
8321,East,0.85,2.2,2023,3,peat
8322,East,0.78,4.9,2023,2,sandy_loam
8323,South,0.65,2.7,2021,9,sandy_loam
8324,West,0.63,3.3,2023,7,sandy_loam
8325,North,0.77,4.7,2023,10,peat
8326,North,0.86,4.7,2022,7,clay
8327,North,0.89,3.5,2021,4,sandy_loam
8328,North,0.79,4.2,2023,2,clay
8329,West,0.55,4.6,2022,11,clay
8330,South,0.52,4.4,2022,8,peat
8331,West,0.79,3.0,2023,8,sandy_loam
8332,East,0.78,3.2,2022,3,peat
8333,North,0.57,3.6,2021,12,sandy_loam
8334,North,0.61,4.0,2022,5,clay
8335,North,0.63,2.8,2023,4,sandy_loam
8336,North,0.89,3.9,2020,2,sandy_loam
8337,East,0.58,2.9,2020,9,sandy_loam
8338,South,0.58,3.9,2023,8,clay
8339,East,0.64,4.5,2021,11,sandy_loam
8340,West,0.62,3.4,2021,2,sandy_loam
8341,East,0.83,2.1,2021,1,sandy_loam
8342,East,0.52,2.8,2020,5,clay
8343,East,0.87,2.5,2020,2,peat
8344,West,0.89,4.5,2022,7,peat
8345,North,0.74,4.0,2021,10,clay
8346,South,0.67,2.1,2021,2,peat
8347,East,0.51,3.8,2022,10,peat
8348,South,0.89,3.6,2023,6,peat
8349,East,0.51,4.9,2021,4,peat
8350,East,0.76,2.5,2022,5,peat
8351,West,0.83,4.2,2023,2,peat
8352,West,0.72,2.9,2023,5,sandy_loam
8353,South,0.63,3.6,2020,5,sandy_loam
8354,West,0.89,3.3,2022,8,peat
8355,South,0.65,5.0,2020,9,peat
8356,North,0.75,4.3,2021,12,peat
8357,West,0.8,2.6,2021,12,sandy_loam
8358,East,0.84,4.8,2022,5,peat
8359,North,0.66,3.4,2022,5,clay
8360,East,0.84,2.6,2021,5,clay
8361,East,0.52,3.4,2022,1,peat
8362,East,0.8,2.8,2021,8,clay
8363,East,0.57,4.8,2021,11,sandy_loam
8364,East,0.5,2.8,2020,10,clay
8365,East,0.78,2.9,2022,2,peat
8366,West,0.78,3.6,2021,3,clay
8367,East,0.7,4.9,2023,11,peat
8368,West,0.53,4.0,2021,4,clay
8369,East,0.53,5.0,2020,5,sandy_loam
8370,South,0.84,3.4,2022,8,sandy_loam
8371,South,0.62,3.4,2022,2,peat
8372,East,0.85,2.6,2022,8,peat
8373,South,0.67,2.4,2023,7,peat
8374,West,0.61,3.5,2022,7,clay
8375,North,0.76,2.5,2023,1,sandy_loam
8376,West,0.52,5.0,2020,8,clay
8377,East,0.81,4.3,2022,5,clay
8378,West,0.83,3.9,2023,9,peat
8379,West,0.71,3.8,2023,5,peat
8380,North,0.7,4.5,2020,2,peat
8381,North,0.6,4.4,2021,11,sandy_loam
8382,West,0.64,3.7,2020,8,peat
8383,North,0.7,3.0,2020,12,clay
8384,East,0.73,4.5,2023,7,peat
8385,West,0.84,2.7,2023,5,peat
8386,North,0.57,4.3,2023,5,peat
8387,North,0.58,4.2,2022,1,clay
8388,South,0.73,2.6,2021,6,peat
8389,East,0.83,4.6,2021,10,peat
8390,East,0.85,3.1,2023,2,sandy_loam
8391,East,0.78,2.1,2021,1,sandy_loam
8392,East,0.57,2.6,2022,7,clay
8393,North,0.71,5.0,2023,3,clay
8394,West,0.82,3.4,2021,12,peat
8395,East,0.54,2.6,2022,12,peat
8396,South,0.65,2.3,2021,3,sandy_loam
8397,South,0.63,4.3,2023,4,sandy_loam
8398,East,0.5,2.8,2022,7,peat
8399,South,0.52,4.0,2023,7,sandy_loam
8400,West,0.64,2.6,2022,7,peat
8401,South,0.55,4.3,2020,8,sandy_loam
8402,East,0.58,3.8,2020,4,peat
8403,East,0.83,2.5,2021,12,clay
8404,North,0.52,4.9,2023,4,sandy_loam
8405,South,0.59,2.3,2023,11,peat
8406,West,0.83,2.8,2022,8,clay
8407,East,0.8,4.5,2020,3,peat
8408,South,0.53,3.3,2021,8,sandy_loam
8409,East,0.9,2.9,2022,11,peat
8410,North,0.62,4.5,2023,10,clay
8411,South,0.58,2.6,2023,11,clay
8412,East,0.66,2.4,2022,2,peat
8413,South,0.68,2.5,2021,1,sandy_loam
8414,North,0.64,3.9,2021,5,clay
8415,South,0.68,3.1,2023,3,sandy_loam
8416,East,0.89,3.4,2023,6,sandy_loam
8417,West,0.77,3.3,2023,11,sandy_loam
8418,South,0.58,3.5,2021,6,peat
8419,West,0.64,4.8,2020,12,sandy_loam
8420,East,0.84,4.7,2020,8,clay
8421,West,0.74,3.8,2022,3,sandy_loam
8422,East,0.65,4.4,2022,3,clay
8423,North,0.83,2.2,2022,12,peat
8424,East,0.68,5.0,2021,12,clay
8425,West,0.89,3.2,2023,12,clay
8426,North,0.72,4.4,2023,4,peat
8427,West,0.82,3.6,2020,11,sandy_loam
8428,East,0.75,4.8,2021,5,sandy_loam
8429,East,0.72,3.2,2021,7,clay
8430,West,0.85,4.1,2021,2,peat
8431,South,0.64,4.7,2022,4,peat
8432,West,0.77,2.8,2020,9,peat
8433,South,0.7,2.7,2022,10,peat
8434,East,0.79,3.6,2023,7,clay
8435,South,0.65,4.2,2023,3,peat
8436,West,0.79,3.6,2021,4,peat
8437,West,0.51,3.5,2023,2,sandy_loam
8438,South,0.61,3.2,2023,1,sandy_loam
8439,South,0.75,2.5,2021,4,sandy_loam
8440,South,0.52,3.1,2023,12,sandy_loam
8441,South,0.51,3.6,2021,7,peat
8442,South,0.75,3.4,2021,8,sandy_loam
8443,South,0.75,4.9,2022,11,peat
8444,South,0.52,4.0,2022,4,sandy_loam
8445,North,0.8,4.8,2021,10,clay
8446,East,0.53,4.0,2023,12,peat
8447,South,0.72,4.2,2022,3,peat
8448,South,0.63,3.3,2023,12,sandy_loam
8449,East,0.82,3.1,2020,2,peat
8450,East,0.52,4.6,2020,11,sandy_loam
8451,North,0.59,3.6,2023,3,peat
8452,North,0.65,2.2,2023,1,peat
8453,South,0.61,3.8,2021,8,clay
8454,North,0.79,4.9,2022,6,sandy_loam
8455,East,0.64,4.9,2021,4,clay
8456,East,0.61,2.5,2023,11,clay
8457,East,0.73,3.1,2022,1,clay
8458,South,0.52,3.1,2021,11,clay
8459,East,0.83,2.7,2023,12,clay
8460,West,0.83,4.2,2022,9,clay
8461,South,0.71,2.0,2021,8,peat
8462,East,0.62,2.6,2020,5,clay
8463,West,0.65,3.4,2023,6,peat
8464,East,0.81,2.8,2021,6,sandy_loam
8465,East,0.83,3.7,2021,5,clay
8466,South,0.77,4.9,2020,9,clay
8467,South,0.88,3.2,2020,5,sandy_loam
8468,West,0.6,4.1,2021,12,clay
8469,East,0.58,5.0,2023,2,peat
8470,South,0.64,3.2,2023,1,sandy_loam
8471,North,0.88,2.2,2021,5,peat
8472,East,0.83,3.8,2022,7,clay
8473,West,0.6,3.4,2020,12,peat
8474,East,0.61,2.8,2021,10,sandy_loam
8475,West,0.72,4.6,2020,12,peat
8476,North,0.6,2.4,2021,10,clay
8477,North,0.69,3.8,2021,2,clay
8478,East,0.81,4.1,2020,9,sandy_loam
8479,North,0.72,3.7,2021,4,sandy_loam
8480,North,0.64,4.7,2023,4,peat
8481,North,0.66,2.3,2021,11,peat
8482,North,0.63,4.0,2022,12,peat
8483,South,0.73,2.6,2023,10,peat
8484,East,0.53,4.0,2021,6,clay
8485,West,0.6,2.8,2020,4,clay
8486,East,0.63,3.0,2022,5,clay
8487,South,0.79,3.7,2023,9,clay
8488,South,0.9,3.1,2020,8,sandy_loam
8489,East,0.9,4.3,2022,10,peat
8490,South,0.72,2.9,2021,4,peat
8491,West,0.69,4.2,2020,10,clay
8492,South,0.67,3.5,2023,4,clay
8493,North,0.75,2.2,2020,8,peat
8494,East,0.76,3.7,2020,8,peat
8495,North,0.77,4.5,2022,2,sandy_loam
8496,North,0.86,4.7,2023,12,clay
8497,West,0.5,4.2,2020,10,clay
8498,East,0.76,3.6,2022,9,clay
8499,South,0.83,2.5,2020,8,clay
8500,West,0.82,3.9,2020,5,sandy_loam
8501,East,0.75,3.9,2023,9,peat
8502,North,0.86,2.3,2021,10,sandy_loam
8503,East,0.67,3.4,2020,8,sandy_loam
8504,East,0.8,4.4,2022,10,clay
8505,North,0.72,3.2,2023,5,sandy_loam
8506,West,0.74,2.2,2022,10,sandy_loam
8507,South,0.77,4.8,2023,1,peat
8508,North,0.58,4.7,2020,11,clay
8509,East,0.53,3.3,2023,3,peat
8510,North,0.52,2.5,2022,5,peat
8511,South,0.51,3.9,2020,11,peat
8512,West,0.89,4.1,2020,4,sandy_loam
8513,West,0.54,2.7,2021,11,peat
8514,East,0.61,4.8,2021,3,peat
8515,South,0.77,3.9,2023,12,sandy_loam
8516,East,0.88,2.3,2023,4,clay
8517,South,0.5,2.3,2021,9,peat
8518,East,0.82,4.4,2022,12,clay
8519,South,0.79,2.4,2021,4,clay
8520,North,0.89,3.8,2022,1,peat
8521,South,0.52,2.8,2021,9,sandy_loam
8522,South,0.67,2.5,2022,5,sandy_loam
8523,North,0.85,4.6,2022,6,sandy_loam
8524,South,0.73,4.9,2020,9,peat
8525,West,0.85,4.9,2023,10,peat
8526,North,0.72,2.4,2021,1,clay
8527,West,0.53,4.1,2022,11,sandy_loam
8528,East,0.66,3.9,2021,2,peat
8529,North,0.79,2.1,2020,10,peat
8530,East,0.71,3.2,2020,2,peat
8531,North,0.76,2.9,2021,9,peat
8532,East,0.77,2.3,2022,8,clay
8533,East,0.6,4.0,2022,9,sandy_loam
8534,East,0.66,4.9,2020,8,clay
8535,West,0.64,4.0,2023,8,sandy_loam
8536,North,0.63,2.1,2023,7,clay
8537,East,0.78,3.9,2022,11,peat
8538,North,0.71,2.1,2023,7,clay
8539,West,0.62,2.6,2020,9,clay
8540,West,0.81,3.7,2023,11,peat
8541,West,0.69,2.0,2023,7,clay
8542,West,0.62,2.2,2023,2,sandy_loam
8543,East,0.6,2.4,2020,6,sandy_loam
8544,East,0.7,4.2,2022,8,sandy_loam
8545,South,0.53,4.7,2021,5,clay
8546,North,0.63,3.8,2023,1,clay
8547,East,0.76,2.7,2020,5,sandy_loam
8548,West,0.75,3.0,2020,5,clay
8549,West,0.6,2.6,2022,3,sandy_loam
8550,North,0.56,2.9,2023,5,sandy_loam
8551,West,0.67,4.4,2020,8,clay
8552,South,0.54,4.3,2021,4,peat
8553,South,0.86,3.6,2021,4,peat
8554,West,0.7,3.8,2022,10,sandy_loam
8555,West,0.83,2.4,2021,4,sandy_loam
8556,North,0.71,3.0,2021,4,peat
8557,East,0.56,2.0,2021,4,sandy_loam
8558,West,0.59,4.0,2021,6,sandy_loam
8559,East,0.83,4.5,2021,8,sandy_loam
8560,North,0.65,3.0,2023,9,peat
8561,South,0.74,3.9,2023,12,sandy_loam
8562,North,0.52,2.4,2020,10,clay
8563,North,0.74,2.8,2023,5,peat
8564,South,0.59,4.3,2021,4,sandy_loam
8565,East,0.68,2.1,2021,5,sandy_loam
8566,North,0.62,3.5,2021,1,peat
8567,North,0.89,5.0,2023,3,sandy_loam
8568,East,0.69,2.8,2023,4,sandy_loam
8569,East,0.57,3.5,2020,1,peat
8570,South,0.89,3.7,2020,10,sandy_loam
8571,South,0.61,3.3,2022,12,clay
8572,North,0.67,3.0,2020,7,sandy_loam
8573,North,0.54,3.6,2023,11,peat
8574,South,0.87,2.7,2021,5,sandy_loam
8575,West,0.68,3.5,2020,4,peat
8576,East,0.83,3.7,2020,4,sandy_loam
8577,South,0.69,4.6,2021,8,peat
8578,North,0.82,2.8,2020,3,clay
8579,South,0.51,3.3,2022,4,sandy_loam
8580,North,0.87,4.2,2021,12,clay
8581,West,0.88,2.7,2021,8,clay
8582,West,0.79,3.1,2021,5,clay
8583,East,0.8,4.1,2021,7,sandy_loam
8584,South,0.76,4.9,2021,7,peat
8585,South,0.81,4.2,2022,10,clay
8586,West,0.57,4.3,2023,6,clay
8587,South,0.89,3.5,2023,4,peat
8588,North,0.75,3.7,2023,10,peat
8589,North,0.59,4.0,2020,9,peat
8590,West,0.71,4.4,2021,11,peat
8591,West,0.86,4.5,2023,12,sandy_loam
8592,South,0.8,2.9,2022,7,peat
8593,North,0.52,3.3,2021,3,peat
8594,North,0.67,2.1,2021,1,clay
8595,North,0.83,2.3,2020,1,peat
8596,East,0.69,2.5,2021,7,sandy_loam
8597,South,0.84,3.6,2020,1,peat
8598,South,0.87,2.5,2021,5,peat
8599,North,0.72,4.0,2022,9,clay
8600,West,0.61,2.5,2022,5,peat
8601,West,0.83,4.6,2023,4,peat
8602,West,0.55,3.9,2023,1,peat
8603,East,0.67,4.7,2023,2,sandy_loam
8604,South,0.68,3.9,2023,4,peat
8605,East,0.83,3.2,2020,3,peat
8606,South,0.78,4.7,2022,10,peat
8607,South,0.63,3.4,2021,4,peat
8608,West,0.51,2.7,2022,7,clay
8609,West,0.82,4.4,2021,11,peat
8610,East,0.78,4.0,2023,9,peat
8611,South,0.81,4.8,2022,7,sandy_loam
8612,East,0.9,4.9,2020,9,peat
8613,South,0.59,3.4,2023,11,clay
8614,East,0.61,3.4,2021,12,sandy_loam
8615,North,0.58,2.2,2021,9,clay
8616,East,0.83,4.6,2020,7,sandy_loam
8617,East,0.78,2.2,2022,7,clay
8618,West,0.81,2.9,2020,10,clay
8619,South,0.82,3.9,2021,8,clay
8620,South,0.53,3.5,2021,7,peat
8621,South,0.62,4.0,2022,8,sandy_loam
8622,North,0.73,4.0,2021,6,clay
8623,East,0.67,3.7,2020,2,peat
8624,West,0.54,4.9,2021,11,sandy_loam
8625,North,0.61,4.0,2022,6,sandy_loam
8626,East,0.68,3.1,2020,11,sandy_loam
8627,North,0.68,3.3,2021,12,sandy_loam
8628,West,0.52,4.4,2022,10,peat
8629,East,0.64,3.7,2020,2,clay
8630,East,0.76,4.7,2022,3,peat
8631,East,0.73,3.7,2023,9,sandy_loam
8632,East,0.78,2.0,2021,11,peat
8633,South,0.88,4.2,2021,3,clay
8634,South,0.51,3.7,2023,11,peat
8635,North,0.74,3.8,2020,1,clay
8636,West,0.58,4.1,2023,7,clay
8637,East,0.61,3.4,2022,7,sandy_loam
8638,South,0.51,2.9,2020,10,sandy_loam
8639,West,0.6,5.0,2020,11,sandy_loam
8640,West,0.77,2.9,2022,9,peat
8641,West,0.69,4.4,2023,3,peat
8642,East,0.8,3.0,2023,10,sandy_loam
8643,West,0.51,2.1,2021,8,clay
8644,West,0.77,3.9,2021,9,sandy_loam
8645,West,0.68,4.5,2021,4,peat
8646,East,0.53,2.4,2022,2,clay
8647,East,0.86,4.4,2022,5,clay
8648,East,0.7,3.2,2021,4,clay
8649,North,0.57,2.8,2022,8,clay
8650,East,0.74,4.4,2021,6,peat
8651,South,0.83,2.1,2023,3,clay
8652,West,0.77,3.8,2021,6,sandy_loam
8653,West,0.69,4.3,2021,1,sandy_loam
8654,East,0.9,4.4,2022,6,sandy_loam
8655,South,0.77,3.1,2023,6,clay
8656,West,0.56,4.6,2023,3,peat
8657,East,0.54,4.4,2021,10,sandy_loam
8658,West,0.57,3.4,2023,11,sandy_loam
8659,North,0.65,3.5,2023,5,peat
8660,West,0.69,2.2,2021,6,sandy_loam
8661,South,0.73,4.5,2020,10,sandy_loam
8662,East,0.7,3.3,2022,11,sandy_loam
8663,North,0.54,2.1,2022,5,sandy_loam
8664,East,0.54,4.6,2020,9,clay
8665,South,0.68,2.9,2022,7,clay
8666,West,0.71,2.9,2021,1,clay
8667,West,0.52,2.6,2023,9,clay
8668,North,0.81,2.0,2023,9,sandy_loam
8669,West,0.84,3.3,2022,7,sandy_loam
8670,East,0.68,3.7,2020,8,peat
8671,North,0.55,4.6,2020,8,peat
8672,East,0.8,4.0,2020,9,sandy_loam
8673,West,0.63,4.6,2021,12,clay
8674,South,0.52,4.1,2023,11,peat
8675,South,0.76,2.7,2021,6,sandy_loam
8676,South,0.66,2.8,2021,5,peat
8677,South,0.84,4.6,2023,3,peat
8678,North,0.69,4.9,2021,9,peat
8679,West,0.7,2.5,2022,12,sandy_loam
8680,West,0.62,4.5,2021,3,peat
8681,East,0.5,3.6,2021,7,clay
8682,East,0.7,3.3,2020,1,clay
8683,North,0.65,5.0,2022,12,sandy_loam
8684,South,0.7,4.9,2020,3,clay
8685,East,0.62,4.3,2020,10,sandy_loam
8686,South,0.81,2.3,2023,11,sandy_loam
8687,West,0.73,4.2,2022,3,clay
8688,North,0.52,4.7,2022,12,sandy_loam
8689,South,0.76,3.6,2022,6,peat
8690,South,0.76,2.8,2020,7,clay
8691,South,0.55,3.4,2022,2,clay
8692,East,0.71,4.3,2023,11,peat
8693,North,0.78,4.3,2021,10,sandy_loam
8694,West,0.66,2.4,2022,12,clay
8695,South,0.64,4.8,2023,5,peat
8696,West,0.74,4.5,2021,9,peat
8697,West,0.66,2.9,2022,1,sandy_loam
8698,West,0.86,3.5,2020,9,clay
8699,East,0.84,2.6,2020,4,sandy_loam
8700,North,0.83,3.2,2021,1,clay
8701,East,0.82,2.3,2020,10,sandy_loam
8702,West,0.66,3.0,2022,11,peat
8703,West,0.66,3.4,2021,12,sandy_loam
8704,South,0.55,3.5,2023,9,peat
8705,West,0.75,4.6,2020,1,sandy_loam
8706,East,0.59,4.7,2021,9,clay
8707,East,0.79,3.8,2021,2,clay
8708,East,0.87,2.8,2023,3,clay
8709,North,0.7,4.1,2022,7,clay
8710,South,0.7,3.3,2022,2,sandy_loam
8711,West,0.53,3.8,2023,8,sandy_loam
8712,South,0.56,2.9,2020,2,peat
8713,West,0.89,5.0,2020,3,clay
8714,South,0.86,4.3,2022,10,sandy_loam
8715,East,0.86,4.3,2021,1,peat
8716,South,0.8,2.7,2021,9,clay
8717,South,0.75,3.9,2022,12,peat
8718,East,0.8,3.2,2023,11,peat
8719,South,0.81,2.8,2022,12,peat
8720,East,0.75,2.2,2022,7,peat
8721,East,0.71,3.2,2021,1,sandy_loam
8722,North,0.66,4.0,2023,9,clay
8723,North,0.78,2.3,2021,4,clay
8724,East,0.89,3.0,2022,11,clay
8725,South,0.69,4.5,2023,2,clay
8726,West,0.81,4.9,2021,7,clay
8727,East,0.65,2.3,2023,3,sandy_loam
8728,South,0.54,2.3,2022,4,peat
8729,North,0.88,2.7,2022,5,sandy_loam
8730,South,0.86,2.1,2022,7,peat
8731,North,0.79,2.3,2023,12,clay
8732,West,0.53,3.0,2022,2,sandy_loam
8733,North,0.84,4.4,2020,12,clay
8734,North,0.54,5.0,2020,3,clay
8735,North,0.69,4.2,2023,10,clay
8736,East,0.78,3.3,2021,8,clay
8737,South,0.68,4.4,2020,5,peat
8738,West,0.61,2.7,2023,2,sandy_loam
8739,East,0.62,2.7,2023,8,clay
8740,South,0.85,2.8,2023,8,sandy_loam
8741,North,0.66,2.0,2020,10,peat
8742,West,0.82,3.6,2021,3,clay
8743,East,0.57,2.1,2020,9,sandy_loam
8744,South,0.72,4.3,2020,8,peat
8745,North,0.82,3.4,2022,8,sandy_loam
8746,East,0.81,3.6,2023,3,sandy_loam
8747,West,0.8,3.8,2020,5,sandy_loam
8748,East,0.62,2.1,2020,6,clay
8749,East,0.67,3.9,2020,3,peat
8750,West,0.75,4.0,2020,6,clay
8751,East,0.76,3.9,2021,2,sandy_loam
8752,South,0.55,2.9,2022,3,sandy_loam
8753,South,0.66,2.2,2020,4,clay
8754,West,0.64,4.0,2023,1,sandy_loam
8755,South,0.82,2.1,2021,8,sandy_loam
8756,West,0.68,3.6,2021,11,clay
8757,South,0.67,2.9,2022,10,clay
8758,East,0.8,2.8,2021,10,clay
8759,South,0.51,2.1,2022,9,clay
8760,East,0.88,3.2,2023,2,peat
8761,East,0.52,2.8,2023,7,clay
8762,West,0.81,3.5,2020,2,clay
8763,East,0.65,2.4,2022,4,clay
8764,East,0.87,2.5,2023,7,peat
8765,East,0.6,3.2,2020,12,peat
8766,North,0.86,2.2,2020,6,sandy_loam
8767,West,0.69,3.7,2020,6,clay
8768,South,0.73,4.2,2020,5,peat
8769,East,0.57,4.2,2023,3,peat
8770,North,0.86,4.6,2023,4,peat
8771,West,0.73,2.7,2023,8,clay
8772,West,0.56,3.4,2023,7,peat
8773,South,0.8,4.8,2020,11,sandy_loam
8774,North,0.78,4.6,2020,7,sandy_loam
8775,West,0.58,3.1,2021,10,sandy_loam
8776,South,0.54,4.2,2022,7,peat
8777,North,0.66,2.7,2020,3,peat
8778,West,0.68,4.4,2022,2,sandy_loam
8779,West,0.88,2.1,2023,11,peat
8780,South,0.85,3.2,2023,6,clay
8781,South,0.61,4.1,2022,8,peat
8782,South,0.54,3.9,2022,9,peat
8783,West,0.88,2.5,2020,11,clay
8784,East,0.58,4.0,2022,9,peat
8785,East,0.71,4.6,2021,7,clay
8786,West,0.72,3.1,2022,7,sandy_loam
8787,North,0.63,2.7,2021,7,sandy_loam
8788,East,0.82,2.3,2020,6,clay
8789,East,0.82,3.2,2022,9,sandy_loam
8790,North,0.77,3.2,2023,12,peat
8791,West,0.81,3.2,2021,8,sandy_loam
8792,North,0.77,4.7,2021,9,peat
8793,West,0.88,3.8,2023,7,peat
8794,North,0.82,4.9,2020,1,clay
8795,East,0.66,2.7,2021,5,sandy_loam
8796,South,0.66,4.3,2023,2,clay
8797,North,0.6,3.7,2020,10,sandy_loam
8798,West,0.72,4.5,2021,1,clay
8799,South,0.89,2.5,2022,2,sandy_loam
8800,West,0.53,3.4,2020,6,sandy_loam
8801,East,0.58,2.8,2020,9,peat
8802,North,0.78,2.4,2023,12,clay
8803,East,0.54,3.1,2023,10,sandy_loam
8804,West,0.78,3.3,2023,3,clay
8805,South,0.71,4.7,2023,11,clay
8806,South,0.9,3.5,2022,3,peat
8807,West,0.9,4.2,2021,5,peat
8808,North,0.65,3.5,2022,6,sandy_loam
8809,West,0.66,4.9,2023,5,sandy_loam
8810,North,0.77,3.1,2022,8,sandy_loam
8811,South,0.85,2.4,2022,7,peat
8812,East,0.86,5.0,2023,2,clay
8813,South,0.74,2.8,2022,5,sandy_loam
8814,East,0.77,3.5,2020,5,peat
8815,South,0.88,3.2,2021,10,clay
8816,East,0.64,3.0,2022,12,peat
8817,North,0.83,4.2,2020,11,clay
8818,East,0.81,4.0,2020,8,clay
8819,North,0.89,4.4,2021,7,peat
8820,North,0.55,3.3,2022,10,clay
8821,East,0.65,4.9,2021,11,peat
8822,East,0.62,4.9,2023,9,peat
8823,South,0.61,3.9,2023,12,clay
8824,North,0.7,4.5,2023,12,sandy_loam
8825,North,0.77,3.7,2020,1,peat
8826,North,0.59,2.3,2021,8,peat
8827,West,0.74,2.3,2020,3,clay
8828,East,0.51,4.6,2021,5,clay
8829,West,0.55,2.6,2020,9,peat
8830,North,0.71,3.9,2023,9,peat
8831,West,0.87,2.0,2021,9,peat
8832,East,0.7,2.6,2022,5,peat
8833,West,0.51,4.5,2020,4,sandy_loam
8834,North,0.86,3.6,2022,3,sandy_loam
8835,East,0.77,4.6,2021,3,peat
8836,West,0.8,2.4,2023,7,sandy_loam
8837,North,0.69,3.1,2022,12,clay
8838,East,0.77,4.5,2022,1,peat
8839,East,0.69,3.6,2021,6,peat
8840,West,0.83,2.7,2022,4,peat
8841,East,0.53,4.8,2020,5,clay
8842,West,0.61,3.2,2023,2,peat
8843,East,0.62,4.9,2022,3,clay
8844,South,0.53,3.0,2021,5,clay
8845,South,0.54,3.5,2022,6,sandy_loam
8846,East,0.51,2.2,2022,12,peat
8847,West,0.71,2.9,2020,10,peat
8848,North,0.52,4.8,2022,1,sandy_loam
8849,West,0.61,4.4,2020,7,sandy_loam
8850,West,0.59,4.5,2023,9,peat
8851,East,0.81,5.0,2020,9,peat
8852,North,0.62,3.1,2022,3,sandy_loam
8853,South,0.68,2.3,2021,12,clay
8854,East,0.77,4.3,2023,10,peat
8855,North,0.71,4.9,2020,5,clay
8856,North,0.53,3.5,2022,4,peat
8857,South,0.86,4.7,2023,9,sandy_loam
8858,West,0.89,2.4,2020,7,clay
8859,East,0.53,3.3,2022,1,peat
8860,South,0.75,2.6,2021,6,sandy_loam
8861,West,0.69,4.2,2020,8,clay
8862,West,0.87,3.0,2023,8,peat
8863,West,0.74,3.7,2022,7,clay
8864,West,0.58,2.8,2023,7,sandy_loam
8865,North,0.59,3.7,2023,8,clay
8866,West,0.8,3.9,2022,3,sandy_loam
8867,North,0.8,3.6,2021,8,sandy_loam
8868,North,0.52,2.5,2023,7,sandy_loam
8869,South,0.65,3.7,2020,12,peat
8870,North,0.56,3.1,2022,12,sandy_loam
8871,South,0.62,3.3,2020,6,peat
8872,East,0.62,2.8,2021,11,peat
8873,North,0.79,4.9,2023,1,peat
8874,West,0.88,3.7,2021,4,clay
8875,East,0.56,4.7,2020,4,clay
8876,North,0.68,2.1,2020,12,peat
8877,East,0.53,4.1,2022,5,peat
8878,South,0.83,2.8,2020,7,sandy_loam
8879,North,0.52,2.0,2020,3,peat
8880,South,0.74,2.9,2023,2,peat
8881,South,0.52,4.5,2022,4,clay
8882,North,0.5,3.5,2020,7,sandy_loam
8883,West,0.73,3.0,2021,10,peat
8884,North,0.89,2.8,2023,4,sandy_loam
8885,East,0.85,4.2,2022,3,clay
8886,North,0.75,3.2,2023,8,clay
8887,North,0.9,3.1,2022,3,clay
8888,South,0.75,4.7,2020,5,sandy_loam
8889,East,0.83,4.3,2021,1,peat
8890,West,0.74,3.4,2023,3,peat
8891,South,0.87,4.0,2020,8,clay
8892,North,0.89,3.7,2020,2,clay
8893,North,0.58,2.0,2023,10,clay
8894,South,0.74,3.1,2021,2,sandy_loam
8895,East,0.86,3.3,2023,8,sandy_loam
8896,North,0.8,3.1,2020,3,peat
8897,South,0.51,3.1,2020,1,clay
8898,North,0.53,3.0,2021,11,clay
8899,East,0.7,3.2,2020,3,peat
8900,East,0.71,3.3,2023,5,sandy_loam
8901,West,0.56,2.8,2023,2,clay
8902,South,0.83,4.5,2022,1,peat
8903,South,0.73,3.9,2022,7,clay
8904,North,0.7,4.8,2023,4,sandy_loam
8905,West,0.77,5.0,2023,3,sandy_loam
8906,North,0.88,2.7,2021,9,clay
8907,North,0.57,2.3,2021,8,clay
8908,North,0.83,3.0,2023,11,sandy_loam
8909,West,0.85,3.3,2020,4,peat
8910,South,0.74,2.2,2020,1,clay
8911,East,0.68,4.6,2021,8,peat
8912,South,0.78,3.9,2022,3,peat
8913,South,0.87,3.7,2020,11,clay
8914,East,0.59,3.1,2023,9,peat
8915,West,0.66,3.4,2020,5,sandy_loam
8916,South,0.84,3.9,2021,6,clay
8917,North,0.53,3.4,2023,5,sandy_loam
8918,West,0.65,2.4,2020,12,clay
8919,West,0.74,2.9,2022,11,peat
8920,North,0.57,4.7,2021,10,sandy_loam
8921,North,0.87,3.3,2023,4,clay
8922,West,0.69,3.7,2020,4,clay
8923,South,0.52,4.1,2021,11,peat
8924,East,0.59,4.5,2020,2,clay
8925,South,0.78,2.5,2021,2,clay
8926,West,0.51,3.0,2020,12,peat
8927,South,0.63,4.0,2023,3,sandy_loam
8928,North,0.6,4.4,2022,4,peat
8929,South,0.82,2.2,2021,9,sandy_loam
8930,West,0.73,3.6,2023,11,sandy_loam
8931,North,0.65,2.2,2021,10,sandy_loam
8932,West,0.55,3.3,2021,3,sandy_loam
8933,West,0.6,2.2,2022,6,sandy_loam
8934,North,0.61,3.9,2020,4,clay
8935,North,0.53,3.9,2023,11,clay
8936,North,0.53,4.8,2022,4,sandy_loam
8937,East,0.6,4.6,2021,8,sandy_loam
8938,North,0.74,3.0,2023,7,clay
8939,North,0.51,4.6,2023,9,sandy_loam
8940,North,0.8,4.1,2022,5,clay
8941,North,0.56,4.5,2020,4,sandy_loam
8942,North,0.87,3.4,2020,6,sandy_loam
8943,North,0.67,3.1,2022,8,clay
